;0;1;2
0;3;62.822522380277206;58.284180296216014
1;5;57.91026571645898;54.144648530953205
2;10;52.683296167585624;51.97049664135661
3;15;51.61610948719203;51.12763647559528
4;20;51.50179813317335;52.317069041074305
